employee_id,hire_date,department,job_level,employment_type,age,years_experience,education_level,base_salary,bonus_pct,performance_score,remote_days_per_week,training_hours,attrition
EMP0613,2020-07-26 16:31:53.011828,HR,Director,Full-time,28.0,22.0,,79754.0,0.091,2.0,1.0,9.6,0
EMP0614,2020-07-30 00:17:02.020018,Operations,Director,Full-time,41.0,22.0,MASTER,113176.0,0.17,2.0,2.0,9.4,1
EMP0615,2020-08-02 08:02:11.028207,Operations,Junior,Contract,33.0,1.0,Bachelor,33181.0,0.021,3.0,3.0,1.2,0
EMP0616,2020-08-05 15:47:20.036396,Operations,Lead,Part-time,,23.0,PhD,26903.0,0.12,5.0,5.0,24.0,0
EMP0617,2020-08-08 23:32:29.044585,Legal,Senior,Intern,60.0,4.0,Bachelor,89586.0,0.165,4.0,,30.7,0
EMP0618,2020-08-12 07:17:38.052775,IT,Lead,Part-time,52.0,27.0,PhD,89442.0,0.281,4.0,,6.5,0
EMP0619,2020-08-15 15:02:47.060964,Marketing,Lead,Contract,,26.0,phd,,0.293,5.0,2.0,0.8,1
EMP0620,2020-08-18 22:47:56.069153,Engineering,Senior,Part-time,26.0,13.0,MASTER,831287.6837229885,0.271,5.0,5.0,3.7,0
EMP0621,2020-08-22 06:33:05.077343,HR,Junior,Intern,31.0,17.0,MASTER,52070.0,0.227,4.0,,12.3,0
EMP0622,2020-08-25 14:18:14.085532,Finance,Lead,Intern,61.0,1.0,High School,,0.223,3.0,1.0,11.9,0
EMP0623,2020-08-28 22:03:23.093721,Operations,Lead,Full-time,32.0,27.0,Bachelor,34623.0,0.225,5.0,,31.5,0
EMP0624,2020-09-01 05:48:32.101910,Operations,Junior,Full-time,61.0,14.0,MASTER,60827.0,0.079,4.0,2.0,8.7,0
EMP0625,2020-09-04 13:33:41.110100,Finance,Manager,Intern,44.0,7.0,PhD,93820.0,0.208,3.0,2.0,4.6,0
EMP0626,2020-09-07 21:18:50.118289,HR,Junior,Intern,42.0,18.0,MASTER,37513.0,0.064,5.0,,2.4,1
EMP0627,2020-09-11 05:03:59.126478,Finance,Manager,Intern,38.0,0.0,High School,29895.0,0.199,3.0,3.0,45.0,0
EMP0628,2020-09-14 12:49:08.134667,HR,Junior,Full-time,29.0,25.0,bachelor,25350.0,0.188,4.0,,10.5,1
EMP0629,2020-09-17 20:34:17.142857,Finance,Manager,Contract,,25.0,MASTER,41511.0,0.286,4.0,4.0,3.2,0
EMP0630,2020-09-21 04:19:26.151046,Operations,Manager,Intern,47.0,23.0,bachelor,49140.0,,4.0,4.0,9.1,0
EMP0631,2020-09-24 12:04:35.159235,Finance,Manager,Intern,30.0,0.0,MASTER,19209.0,0.06,4.0,,0.4,1
EMP0632,2020-09-27 19:49:44.167424,Operations,Manager,Intern,50.0,28.0,Bachelor,38095.0,0.016,2.0,,14.9,0
EMP0633,2020-10-01 03:34:53.175614,HR,Lead,Part-time,56.0,10.0,High School,48409.0,0.15,5.0,3.0,41.9,0
EMP0634,2020-10-04 11:20:02.183803,IT,Director,Contract,,21.0,Bachelor,1690121.0579643399,0.071,4.0,2.0,33.0,0
EMP0635,2020-10-07 19:05:11.191992,Finance,Director,Intern,22.0,17.0,PhD,36235.0,0.092,4.0,5.0,1.1,0
EMP0636,2020-10-11 02:50:20.200181,Engineering,Manager,Intern,43.0,11.0,MASTER,92424.0,0.011,4.0,4.0,7.3,1
EMP0637,2020-10-14 10:35:29.208371,Operations,Junior,Full-time,45.0,28.0,High School,50913.0,0.18,5.0,5.0,158.7,1
EMP0638,2020-10-17 18:20:38.216560,HR,Junior,Intern,42.0,23.0,bachelor,76907.0,0.124,5.0,,26.7,0
EMP0639,2020-10-21 02:05:47.224749,Sales,Junior,Contract,49.0,21.0,High School,64566.0,0.277,4.0,0.0,2.0,0
EMP0640,2020-10-24 09:50:56.232939,Legal,Junior,Full-time,64.0,15.0,Master,50400.0,0.074,,0.0,26.1,0
EMP0641,2020-10-27 17:36:05.241128,IT,Mid,Contract,45.0,3.0,MASTER,35914.0,0.018,3.0,0.0,4.7,0
EMP0642,2020-10-31 01:21:14.249317,Engineering,Mid,Full-time,,19.0,High School,52558.0,0.11,3.0,4.0,13.3,1
EMP0643,2020-11-03 09:06:23.257506,IT,Lead,Part-time,26.0,12.0,PhD,101897.0,0.071,5.0,0.0,50.6,0
EMP0644,2020-11-06 16:51:32.265696,IT,Lead,Intern,41.0,14.0,Bachelor,35297.0,0.151,3.0,,12.5,0
EMP0645,2020-11-10 00:36:41.273885,Sales,Lead,Intern,22.0,5.0,High School,25058.0,0.013,3.0,1.0,24.5,0
EMP0646,2020-11-13 08:21:50.282074,IT,Junior,Part-time,36.0,7.0,PhD,40929.0,,3.0,1.0,21.0,0
EMP0647,2020-11-16 16:06:59.290263,Finance,Senior,Part-time,35.0,2.0,Master,26810.0,,1.0,4.0,4.3,0
EMP0648,2020-11-19 23:52:08.298453,Marketing,Director,Intern,57.0,13.0,MASTER,53896.0,0.244,5.0,2.0,4.0,0
EMP0649,2020-11-23 07:37:17.306642,HR,Junior,Intern,56.0,2.0,,,0.277,5.0,1.0,12.2,0
EMP0650,2020-11-26 15:22:26.314831,Engineering,Senior,Intern,49.0,16.0,High School,60772.0,0.031,3.0,4.0,2.0,0
EMP0651,2020-11-29 23:07:35.323020,Marketing,Senior,Full-time,,17.0,Master,43925.0,0.085,5.0,,17.6,0
EMP0652,2020-12-03 06:52:44.331210,Engineering,Lead,Full-time,38.0,22.0,MASTER,131070.0,0.128,3.0,2.0,15.6,1
EMP0653,2020-12-06 14:37:53.339399,HR,Senior,Contract,37.0,6.0,,78097.0,0.023,3.0,1.0,5.3,0
EMP0654,2020-12-09 22:23:02.347588,IT,Junior,Intern,47.0,12.0,MASTER,59672.0,,3.0,5.0,26.1,0
EMP0655,2020-12-13 06:08:11.355777,IT,Senior,Full-time,44.0,26.0,Bachelor,87349.0,0.212,1.0,2.0,0.6,1
EMP0656,2020-12-16 13:53:20.363967,IT,Senior,Intern,39.0,25.0,bachelor,19969.0,0.031,1.0,4.0,1.8,0
EMP0657,2020-12-19 21:38:29.372156,IT,Senior,Full-time,28.0,28.0,PhD,113367.0,0.074,,3.0,5.6,0
EMP0658,2020-12-23 05:23:38.380345,Engineering,Senior,Intern,33.0,10.0,MASTER,122453.0,0.282,4.0,,3.2,0
EMP0659,2020-12-26 13:08:47.388535,Finance,Lead,Contract,26.0,21.0,phd,39233.0,0.147,3.0,0.0,6.2,0
EMP0660,2020-12-29 20:53:56.396724,Finance,Mid,Contract,42.0,0.0,PhD,51505.0,0.038,2.0,3.0,4.8,0
EMP0661,2021-01-02 04:39:05.404913,Engineering,Lead,Part-time,48.0,1.0,Master,,0.29,2.0,3.0,1.3,1
EMP0662,2021-01-05 12:24:14.413102,Finance,Mid,Contract,63.0,0.0,MASTER,51516.0,0.001,3.0,,9.8,0
EMP0663,2021-01-08 20:09:23.421292,Sales,Manager,Contract,47.0,2.0,phd,84013.0,0.002,5.0,,8.0,0
EMP0664,2021-01-12 03:54:32.429481,Engineering,Senior,Part-time,22.0,18.0,,58103.0,0.047,4.0,5.0,34.5,0
EMP0665,2021-01-15 11:39:41.437670,Legal,Mid,Full-time,47.0,26.0,Master,117014.0,0.243,2.0,3.0,12.3,0
EMP0666,2021-01-18 19:24:50.445859,Operations,Lead,Intern,56.0,10.0,,41876.0,0.148,3.0,,3.5,0
EMP0667,2021-01-22 03:09:59.454049,Operations,Mid,Contract,44.0,18.0,Master,107834.0,0.203,3.0,,6.4,0
EMP0668,2021-01-25 10:55:08.462238,HR,Manager,Full-time,25.0,16.0,High School,30348.0,0.233,4.0,4.0,40.7,0
EMP0669,2021-01-28 18:40:17.470427,Legal,Junior,Intern,31.0,16.0,Bachelor,80014.0,0.044,4.0,0.0,1.6,0
EMP0670,2021-02-01 02:25:26.478616,Marketing,Lead,Full-time,44.0,7.0,phd,48120.0,0.079,3.0,,15.2,0
EMP0671,2021-02-04 10:10:35.486806,IT,Lead,Intern,52.0,6.0,phd,29420.0,0.174,4.0,0.0,4.3,0
EMP0672,2021-02-07 17:55:44.494995,Legal,Junior,Part-time,35.0,18.0,High School,33276.0,0.236,4.0,1.0,20.4,0
EMP0673,2021-02-11 01:40:53.503184,Marketing,Manager,Intern,55.0,22.0,Master,54328.0,0.123,2.0,0.0,6.5,0
EMP0674,2021-02-14 09:26:02.511373,HR,Senior,Contract,23.0,26.0,phd,33284.0,0.041,5.0,4.0,31.7,0
EMP0675,2021-02-17 17:11:11.519563,HR,Director,Full-time,23.0,12.0,Master,14598.0,0.119,2.0,4.0,25.9,0
EMP0676,2021-02-21 00:56:20.527752,Sales,Junior,Full-time,37.0,17.0,High School,92282.0,0.222,4.0,1.0,25.5,0
EMP0677,2021-02-24 08:41:29.535941,Finance,Director,Full-time,,10.0,bachelor,56839.0,0.016,4.0,5.0,9.4,0
EMP0678,2021-02-27 16:26:38.544131,Engineering,Manager,Contract,26.0,24.0,MASTER,55030.0,,2.0,,4.6,1
EMP0679,2021-03-03 00:11:47.552320,Marketing,Mid,Contract,39.0,0.0,MASTER,59120.0,0.167,1.0,,29.1,1
EMP0680,2021-03-06 07:56:56.560509,Legal,Senior,Part-time,24.0,13.0,Bachelor,39900.0,0.284,4.0,0.0,11.4,0
EMP0681,2021-03-09 15:42:05.568698,Sales,Manager,Intern,56.0,15.0,MASTER,,0.208,2.0,5.0,8.3,1
EMP0682,2021-03-12 23:27:14.576888,IT,Lead,Intern,63.0,14.0,Bachelor,36009.0,0.009,3.0,4.0,4.9,0
EMP0683,2021-03-16 07:12:23.585077,Legal,Director,Part-time,53.0,28.0,MASTER,47186.0,0.198,4.0,3.0,17.3,0
EMP0684,2021-03-19 14:57:32.593266,Marketing,Lead,Full-time,47.0,2.0,PhD,23012.0,0.158,4.0,,10.8,0
EMP0685,2021-03-22 22:42:41.601455,Sales,Senior,Full-time,56.0,10.0,Master,92529.0,0.122,4.0,0.0,10.6,0
EMP0686,2021-03-26 06:27:50.609645,Operations,Mid,Full-time,45.0,7.0,MASTER,,0.237,3.0,2.0,25.3,0
EMP0687,2021-03-29 14:12:59.617834,Engineering,Manager,Intern,,20.0,bachelor,30654.0,0.246,5.0,4.0,12.3,0
EMP0688,2021-04-01 21:58:08.626023,Finance,Manager,Intern,25.0,15.0,High School,100811.0,0.186,4.0,1.0,14.9,0
EMP0689,2021-04-05 05:43:17.634212,Marketing,Senior,Full-time,39.0,20.0,PhD,39162.0,0.006,4.0,5.0,20.2,0
EMP0690,2021-04-08 13:28:26.642402,HR,Mid,Contract,,24.0,PhD,46414.0,0.01,,,24.2,1
EMP0691,2021-04-11 21:13:35.650591,HR,Lead,Intern,63.0,25.0,PhD,56085.0,,3.0,5.0,14.3,0
EMP0692,2021-04-15 04:58:44.658780,Operations,Junior,Full-time,26.0,4.0,Master,52900.0,0.052,4.0,,21.7,0
EMP0693,2021-04-18 12:43:53.666969,IT,Manager,Part-time,36.0,1.0,Bachelor,55519.0,0.218,4.0,,33.8,0
EMP0694,2021-04-21 20:29:02.675159,Sales,Junior,Intern,45.0,27.0,High School,37995.0,0.006,5.0,3.0,2.0,1
EMP0695,2021-04-25 04:14:11.683348,IT,Junior,Part-time,53.0,24.0,bachelor,25710.0,0.269,3.0,2.0,40.9,0
EMP0696,2021-04-28 11:59:20.691537,HR,Junior,Part-time,62.0,20.0,High School,53616.0,0.003,3.0,4.0,0.8,0
EMP0697,2021-05-01 19:44:29.699727,Operations,Director,Part-time,39.0,27.0,MASTER,77834.0,0.079,4.0,0.0,9.8,0
EMP0698,2021-05-05 03:29:38.707916,HR,Director,Intern,58.0,23.0,MASTER,43588.0,0.073,3.0,4.0,23.4,0
EMP0699,2021-05-08 11:14:47.716105,Legal,Manager,Intern,26.0,3.0,PhD,66699.0,0.248,5.0,,7.6,1
EMP0700,2021-05-11 18:59:56.724294,HR,Mid,Intern,44.0,26.0,bachelor,,0.241,2.0,0.0,23.9,1
EMP0701,2021-05-15 02:45:05.732484,Legal,Lead,Contract,47.0,14.0,phd,24564.0,0.171,3.0,5.0,62.6,0
EMP0702,2021-05-18 10:30:14.740673,Operations,Junior,Full-time,44.0,0.0,phd,22665.0,0.144,2.0,0.0,50.3,0
EMP0703,2021-05-21 18:15:23.748862,IT,Lead,Full-time,40.0,8.0,Bachelor,88721.0,0.057,,1.0,11.0,0
EMP0704,2021-05-25 02:00:32.757051,Legal,Director,Part-time,22.0,20.0,phd,41000.0,0.264,1.0,3.0,0.8,0
EMP0705,2021-05-28 09:45:41.765241,Sales,Junior,Full-time,49.0,16.0,PhD,130990.0,0.238,4.0,5.0,3.8,0
EMP0706,2021-05-31 17:30:50.773430,HR,Senior,Contract,56.0,4.0,phd,44880.0,0.236,2.0,4.0,11.5,0
EMP0707,2021-06-04 01:15:59.781619,Marketing,Manager,Part-time,57.0,21.0,MASTER,62504.0,0.045,,3.0,30.8,0
EMP0708,2021-06-07 09:01:08.789808,Engineering,Senior,Full-time,25.0,0.0,bachelor,,0.236,5.0,5.0,15.8,0
EMP0709,2021-06-10 16:46:17.797998,Finance,Manager,Contract,49.0,11.0,Bachelor,55130.0,0.169,4.0,2.0,1.1,0
EMP0710,2021-06-14 00:31:26.806187,Finance,Mid,Contract,56.0,22.0,,62032.0,0.254,4.0,,3.0,0
EMP0711,2021-06-17 08:16:35.814376,Sales,Director,Full-time,42.0,0.0,Bachelor,40567.0,0.064,4.0,,3.5,1
EMP0712,2021-06-20 16:01:44.822565,Sales,Senior,Part-time,,22.0,High School,,0.3,3.0,4.0,33.5,0
EMP0713,2021-06-23 23:46:53.830755,Legal,Lead,Full-time,46.0,13.0,bachelor,20505.0,0.204,3.0,2.0,4.5,0
EMP0714,2021-06-27 07:32:02.838944,IT,Junior,Contract,35.0,11.0,High School,56332.0,0.179,4.0,,16.9,0
EMP0715,2021-06-30 15:17:11.847133,Sales,Lead,Intern,45.0,8.0,bachelor,72952.0,0.143,,,1.0,0
EMP0716,2021-07-03 23:02:20.855323,IT,Director,Contract,60.0,5.0,MASTER,106396.0,0.201,1.0,,34.3,0
EMP0717,2021-07-07 06:47:29.863512,Finance,Lead,Contract,47.0,9.0,High School,33161.0,0.107,4.0,3.0,14.2,0
EMP0718,2021-07-10 14:32:38.871701,Sales,Manager,Part-time,47.0,24.0,PhD,42391.0,0.037,5.0,3.0,11.7,0
EMP0719,2021-07-13 22:17:47.879890,Finance,Manager,Full-time,61.0,16.0,phd,45386.0,0.034,3.0,2.0,11.6,0
EMP0720,2021-07-17 06:02:56.888080,Legal,Lead,Part-time,22.0,25.0,MASTER,44028.0,0.125,3.0,,54.8,0
EMP0721,2021-07-20 13:48:05.896269,IT,Director,Intern,47.0,26.0,Bachelor,22051.0,0.275,5.0,0.0,9.0,0
EMP0722,2021-07-23 21:33:14.904458,Finance,Junior,Intern,58.0,2.0,phd,30074.0,0.206,2.0,3.0,28.0,0
EMP0723,2021-07-27 05:18:23.912647,Engineering,Manager,Part-time,26.0,9.0,PhD,25158.0,0.178,3.0,2.0,0.6,1
EMP0724,2021-07-30 13:03:32.920837,Operations,Director,Part-time,53.0,12.0,PhD,35336.0,0.186,1.0,0.0,0.3,0
EMP0725,2021-08-02 20:48:41.929026,Finance,Junior,Contract,51.0,8.0,MASTER,52074.0,0.127,2.0,3.0,9.5,0
EMP0726,2021-08-06 04:33:50.937215,Marketing,Director,Intern,47.0,0.0,Master,59729.0,0.015,3.0,,4.2,1
EMP0727,2021-08-09 12:18:59.945404,HR,Lead,Intern,55.0,24.0,phd,70153.0,0.283,3.0,4.0,0.1,0
EMP0728,2021-08-12 20:04:08.953594,Operations,Senior,Intern,47.0,9.0,Bachelor,147547.0,0.219,3.0,2.0,48.6,0
EMP0729,2021-08-16 03:49:17.961783,Legal,Senior,Full-time,46.0,16.0,High School,21236.0,0.094,4.0,4.0,6.3,0
EMP0730,2021-08-19 11:34:26.969972,HR,Manager,Part-time,64.0,14.0,PhD,48098.0,0.128,4.0,1.0,0.4,0
EMP0731,2021-08-22 19:19:35.978161,Finance,Lead,Full-time,52.0,15.0,MASTER,47117.0,0.047,2.0,1.0,54.6,0
EMP0732,2021-08-26 03:04:44.986351,Marketing,Manager,Contract,52.0,6.0,High School,59503.0,0.265,5.0,5.0,3.8,0
EMP0733,2021-08-29 10:49:53.994540,Legal,Director,Full-time,42.0,23.0,Master,,0.116,5.0,0.0,8.3,0
EMP0734,2021-09-01 18:35:03.002729,Sales,Senior,Intern,63.0,14.0,Master,29506.0,0.06,4.0,4.0,841.0725523671442,0
EMP0735,2021-09-05 02:20:12.010919,Operations,Manager,Full-time,61.0,17.0,Master,64790.0,0.266,3.0,1.0,138.0,1
EMP0736,2021-09-08 10:05:21.019108,Sales,Senior,Intern,49.0,11.0,bachelor,95936.0,0.233,4.0,,54.1,0
EMP0737,2021-09-11 17:50:30.027297,IT,Manager,Intern,30.0,0.0,PhD,71023.0,0.233,3.0,5.0,51.5,0
EMP0738,2021-09-15 01:35:39.035486,Legal,Mid,Intern,63.0,20.0,phd,38787.0,,3.0,4.0,5.0,0
EMP0739,2021-09-18 09:20:48.043676,HR,Senior,Contract,28.0,4.0,High School,33298.0,0.136,4.0,4.0,8.8,1
EMP0740,2021-09-21 17:05:57.051865,Operations,Mid,Full-time,31.0,29.0,High School,33970.0,0.061,4.0,4.0,26.8,1
EMP0741,2021-09-25 00:51:06.060054,Finance,Director,Part-time,64.0,22.0,PhD,36245.0,0.12,4.0,,31.3,0
EMP0742,2021-09-28 08:36:15.068243,Engineering,Director,Full-time,26.0,14.0,,48012.0,0.118,4.0,,14.1,0
EMP0743,2021-10-01 16:21:24.076433,Operations,Junior,Part-time,56.0,29.0,MASTER,63059.0,0.216,2.0,5.0,4.2,0
EMP0744,2021-10-05 00:06:33.084622,Engineering,Lead,Contract,57.0,3.0,,76520.0,0.152,3.0,,50.7,0
EMP0745,2021-10-08 07:51:42.092811,Operations,Director,Contract,34.0,8.0,bachelor,80402.0,0.262,1.0,3.0,21.5,0
EMP0746,2021-10-11 15:36:51.101000,Marketing,Manager,Full-time,36.0,27.0,High School,53814.0,0.038,3.0,4.0,3.3,0
EMP0747,2021-10-14 23:22:00.109190,Finance,Mid,Part-time,26.0,15.0,Bachelor,103883.0,0.211,2.0,,8.0,0
EMP0748,2021-10-18 07:07:09.117379,Operations,Mid,Full-time,39.0,12.0,bachelor,89382.0,0.08,4.0,,66.2,0
EMP0749,2021-10-21 14:52:18.125568,Legal,Lead,Full-time,59.0,1.0,bachelor,39251.0,0.297,2.0,2.0,14.3,0
EMP0750,2021-10-24 22:37:27.133757,Marketing,Mid,Contract,34.0,11.0,Bachelor,140824.0,0.001,3.0,,3.7,0
EMP0751,2021-10-28 06:22:36.141947,Operations,Junior,Contract,51.0,18.0,PhD,38766.0,0.125,4.0,4.0,3.1,0
EMP0752,2021-10-31 14:07:45.150136,HR,Manager,Contract,44.0,5.0,Bachelor,38260.0,0.265,3.0,,0.9,0
EMP0753,2021-11-03 21:52:54.158325,Operations,Lead,Contract,26.0,26.0,bachelor,43636.0,0.251,4.0,2.0,13.0,0
EMP0754,2021-11-07 05:38:03.166515,Engineering,Manager,Contract,34.0,28.0,,139687.0,0.043,3.0,5.0,33.5,0
EMP0755,2021-11-10 13:23:12.174704,Engineering,Director,Full-time,54.0,26.0,Bachelor,35980.0,,2.0,,3.2,1
EMP0756,2021-11-13 21:08:21.182893,Marketing,Lead,Intern,28.0,23.0,Master,30218.0,0.232,3.0,3.0,18.2,0
EMP0757,2021-11-17 04:53:30.191082,HR,Director,Intern,24.0,28.0,PhD,,0.095,4.0,,36.1,0
EMP0758,2021-11-20 12:38:39.199272,Operations,Director,Intern,64.0,20.0,phd,38290.0,0.049,4.0,0.0,1.4,0
EMP0759,2021-11-23 20:23:48.207461,Finance,Director,Contract,26.0,13.0,Master,52156.0,0.248,1.0,0.0,25.8,0
EMP0760,2021-11-27 04:08:57.215650,Engineering,Junior,Intern,55.0,21.0,Master,41994.0,0.27,3.0,3.0,5.4,0
EMP0761,2021-11-30 11:54:06.223839,Finance,Junior,Full-time,51.0,26.0,Bachelor,48898.0,,4.0,1.0,2.2,0
EMP0762,2021-12-03 19:39:15.232029,Engineering,Director,Full-time,54.0,10.0,bachelor,56125.0,0.224,4.0,5.0,8.8,0
EMP0763,2021-12-07 03:24:24.240218,Operations,Lead,Intern,37.0,3.0,Master,82849.0,0.074,3.0,5.0,54.5,0
EMP0764,2021-12-10 11:09:33.248407,Engineering,Manager,Contract,53.0,27.0,MASTER,69831.0,0.127,5.0,4.0,19.7,0
EMP0765,2021-12-13 18:54:42.256596,HR,Junior,Part-time,61.0,4.0,phd,73018.0,0.04,3.0,5.0,33.0,0
EMP0766,2021-12-17 02:39:51.264786,Finance,Manager,Full-time,53.0,20.0,High School,36353.0,0.24,4.0,4.0,12.0,0
EMP0767,2021-12-20 10:25:00.272975,Finance,Senior,Part-time,44.0,22.0,phd,22841.0,0.015,5.0,3.0,14.4,1
EMP0768,2021-12-23 18:10:09.281164,IT,Lead,Part-time,,21.0,PhD,63841.0,0.001,4.0,4.0,12.7,0
EMP0769,2021-12-27 01:55:18.289353,Sales,Director,Intern,58.0,1.0,PhD,47425.0,0.141,4.0,5.0,2.9,1
EMP0770,2021-12-30 09:40:27.297543,Marketing,Manager,Part-time,22.0,13.0,PhD,48435.0,0.218,3.0,1.0,11.2,0
EMP0771,2022-01-02 17:25:36.305732,Engineering,Director,Contract,42.0,12.0,MASTER,34866.0,,4.0,3.0,13.5,0
EMP0772,2022-01-06 01:10:45.313921,Sales,Junior,Contract,31.0,20.0,Master,39590.0,0.189,5.0,1.0,8.7,1
EMP0773,2022-01-09 08:55:54.322111,Finance,Manager,Intern,60.0,14.0,High School,50157.0,0.146,4.0,3.0,58.8,0
EMP0774,2022-01-12 16:41:03.330300,Marketing,Manager,Intern,45.0,23.0,bachelor,32221.0,0.226,4.0,,29.6,0
EMP0775,2022-01-16 00:26:12.338489,HR,Mid,Full-time,50.0,8.0,phd,61793.0,0.026,4.0,5.0,34.0,1
EMP0776,2022-01-19 08:11:21.346678,IT,Lead,Contract,30.0,28.0,PhD,59919.0,0.292,4.0,,7.5,0
EMP0777,2022-01-22 15:56:30.354868,Legal,Manager,Contract,32.0,21.0,Bachelor,29088.0,0.264,4.0,2.0,71.6,0
EMP0778,2022-01-25 23:41:39.363057,Finance,Director,Full-time,50.0,24.0,phd,21294.0,0.189,3.0,,8.1,0
EMP0779,2022-01-29 07:26:48.371246,Legal,Mid,Part-time,38.0,21.0,bachelor,49623.0,0.132,4.0,5.0,17.9,0
EMP0780,2022-02-01 15:11:57.379435,HR,Mid,Intern,34.0,0.0,bachelor,24102.0,0.197,4.0,5.0,13.8,0
EMP0781,2022-02-04 22:57:06.387625,Engineering,Manager,Contract,36.0,9.0,High School,43421.0,0.131,3.0,4.0,23.4,0
EMP0782,2022-02-08 06:42:15.395814,HR,Lead,Full-time,24.0,24.0,phd,58581.0,0.242,4.0,4.0,37.1,0
EMP0783,2022-02-11 14:27:24.404003,Legal,Manager,Intern,31.0,10.0,MASTER,24292.0,,4.0,,14.5,0
EMP0784,2022-02-14 22:12:33.412192,Engineering,Mid,Intern,42.0,9.0,Bachelor,132431.0,0.031,5.0,3.0,2.5,0
EMP0785,2022-02-18 05:57:42.420382,Marketing,Director,Full-time,48.0,21.0,Bachelor,70006.0,0.065,,1.0,10.6,0
EMP0786,2022-02-21 13:42:51.428571,Marketing,Mid,Part-time,52.0,24.0,phd,31054.0,0.283,1.0,0.0,6.2,0
EMP0787,2022-02-24 21:28:00.436760,Sales,Director,Full-time,22.0,14.0,High School,33936.0,0.177,3.0,4.0,36.5,0
EMP0788,2022-02-28 05:13:09.444949,Marketing,Junior,Intern,51.0,13.0,Bachelor,28993.0,0.25,3.0,2.0,4.8,0
EMP0789,2022-03-03 12:58:18.453139,Operations,Junior,Contract,54.0,18.0,phd,,0.174,4.0,3.0,4.2,0
EMP0790,2022-03-06 20:43:27.461328,Finance,Lead,Full-time,,2.0,Bachelor,,0.299,4.0,2.0,16.4,0
EMP0791,2022-03-10 04:28:36.469517,Marketing,Senior,Part-time,23.0,27.0,MASTER,48448.0,0.29,4.0,,2.1,0
EMP0792,2022-03-13 12:13:45.477707,HR,Mid,Intern,25.0,3.0,High School,144671.0,0.293,5.0,2.0,25.0,0
EMP0793,2022-03-16 19:58:54.485896,Engineering,Manager,Part-time,,23.0,MASTER,125892.0,0.066,3.0,0.0,0.9,0
EMP0794,2022-03-20 03:44:03.494085,Legal,Mid,Intern,22.0,23.0,PhD,30644.0,0.238,4.0,1.0,1.8,0
EMP0795,2022-03-23 11:29:12.502274,Marketing,Manager,Full-time,49.0,25.0,High School,77957.0,0.035,3.0,4.0,3.3,0
EMP0796,2022-03-26 19:14:21.510464,IT,Director,Contract,59.0,5.0,PhD,39236.0,0.023,5.0,5.0,0.7,0
EMP0797,2022-03-30 02:59:30.518653,Operations,Mid,Part-time,52.0,25.0,High School,,,3.0,,8.1,1
EMP0798,2022-04-02 10:44:39.526842,Marketing,Director,Full-time,64.0,9.0,High School,73524.0,0.001,3.0,3.0,0.7,0
EMP0799,2022-04-05 18:29:48.535031,IT,Manager,Intern,38.0,0.0,PhD,47778.0,0.238,3.0,1.0,23.2,1
EMP0800,2022-04-09 02:14:57.543221,Engineering,Director,Intern,32.0,22.0,Master,60789.0,0.174,5.0,4.0,37.3,1
EMP0801,2022-04-12 10:00:06.551410,IT,Mid,Intern,43.0,4.0,PhD,76265.0,0.135,4.0,,20.6,0
EMP0802,2022-04-15 17:45:15.559599,Legal,Mid,Full-time,41.0,9.0,Bachelor,83804.0,0.183,4.0,0.0,9.5,0
EMP0803,2022-04-19 01:30:24.567788,Legal,Mid,Intern,24.0,18.0,PhD,63074.0,0.099,4.0,1.0,2.6,0
EMP0804,2022-04-22 09:15:33.575978,Operations,Lead,Full-time,47.0,24.0,High School,53044.0,0.181,4.0,4.0,52.4,0
EMP0805,2022-04-25 17:00:42.584167,Legal,Senior,Intern,,13.0,MASTER,29828.0,,4.0,1.0,25.2,0
EMP0806,2022-04-29 00:45:51.592356,IT,Senior,Part-time,40.0,21.0,bachelor,27630.0,0.259,5.0,0.0,23.2,0
EMP0807,2022-05-02 08:31:00.600545,IT,Lead,Intern,55.0,25.0,bachelor,52416.0,0.067,3.0,,19.0,1
EMP0808,2022-05-05 16:16:09.608735,Finance,Senior,Intern,59.0,17.0,Bachelor,,0.125,3.0,5.0,0.8,0
EMP0809,2022-05-09 00:01:18.616924,HR,Lead,Contract,29.0,28.0,,25568.0,0.083,4.0,,75.0,0
EMP0810,2022-05-12 07:46:27.625113,Legal,Junior,Intern,,28.0,MASTER,43924.0,0.042,2.0,1.0,8.9,0
EMP0811,2022-05-15 15:31:36.633302,IT,Senior,Contract,33.0,11.0,phd,34888.0,0.181,4.0,2.0,28.2,0
EMP0812,2022-05-18 23:16:45.641492,IT,Manager,Contract,53.0,2.0,MASTER,138797.0,0.038,4.0,4.0,12.4,0
EMP0813,2022-05-22 07:01:54.649681,HR,Manager,Full-time,58.0,1.0,PhD,47383.0,0.087,2.0,,7.1,0
EMP0814,2022-05-25 14:47:03.657870,Marketing,Director,Intern,60.0,6.0,Master,49783.0,0.146,4.0,4.0,16.4,0
EMP0815,2022-05-28 22:32:12.666060,Operations,Mid,Intern,34.0,1.0,Master,60477.0,0.236,4.0,3.0,40.4,0
EMP0816,2022-06-01 06:17:21.674249,Marketing,Mid,Full-time,36.0,9.0,bachelor,70307.0,0.113,4.0,0.0,3.5,1
EMP0817,2022-06-04 14:02:30.682438,Marketing,Senior,Part-time,27.0,23.0,High School,40500.0,0.241,3.0,4.0,51.6,0
